motorway,datetime,station,direction,light_count,heavy_count
ΑΙΓΑΙΟΥ,2026-01-01 17:00:00+02:00,ΠΕΛΑΣΓΙΑ,ΑΘΗΝΑ,191,11
ΑΙΓΑΙΟΥ,2026-01-01 17:00:00+02:00,ΠΕΛΑΣΓΙΑ,ΘΕΣΣΑΛΟΝΙΚΗ,152,8
ΑΤΤΙΚΗ_ΟΔΟΣ,2026-01-01 17:00:00+02:00,ΚΑΤΕΧΑΚΗ,-,1130,1
ΑΤΤΙΚΗ_ΟΔΟΣ,2026-01-01 17:00:00+02:00,ΚΟΡΩΠΙ,-,1713,8
ΑΤΤΙΚΗ_ΟΔΟΣ,2026-01-01 17:00:00+02:00,ΜΕΤΑΜΟΡΦΩΣΗ,ΑΕΡΟΔΡΟΜΙΟ,1608,5
ΑΤΤΙΚΗ_ΟΔΟΣ,2026-01-01 17:00:00+02:00,ΜΕΤΑΜΟΡΦΩΣΗ,ΕΛΕΥΣΙΝΑ,196,2
ΑΤΤΙΚΗ_ΟΔΟΣ,2026-01-01 17:00:00+02:00,ΡΟΥΠΑΚΙ,-,857,6
ΓΕΦΥΡΑ,2026-01-01 17:00:00+02:00,ΑΝΤΙΡΡΙΟ,ΡΙΟ,426,0
ΓΕΦΥΡΑ,2026-01-01 17:00:00+02:00,ΡΙΟ,ΑΝΤΙΡΡΙΟ,315,0
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2026-01-01 17:00:00+02:00,ΑΝΑΛΗΨΗ,ΗΓΟΥΜΕΝΙΤΣΑ,344,8
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2026-01-01 17:00:00+02:00,ΑΝΑΛΗΨΗ,ΚΗΠΟΙ,271,10
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2026-01-01 17:00:00+02:00,ΘΕΣΣΑΛΟΝΙΚΗ,ΗΓΟΥΜΕΝΙΤΣΑ,361,19
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2026-01-01 17:00:00+02:00,ΘΕΣΣΑΛΟΝΙΚΗ,ΚΗΠΟΙ,517,9
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2026-01-01 17:00:00+02:00,ΙΑΣΜΟΥ,ΗΓΟΥΜΕΝΙΤΣΑ,125,3
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2026-01-01 17:00:00+02:00,ΙΑΣΜΟΥ,ΚΗΠΟΙ,159,2
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2026-01-01 17:00:00+02:00,ΜΑΛΓΑΡΑ,ΗΓΟΥΜΕΝΙΤΣΑ,639,21
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2026-01-01 17:00:00+02:00,ΜΑΛΓΑΡΑ,ΚΗΠΟΙ,1115,22
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2026-01-01 17:00:00+02:00,ΠΑΜΒΩΤΙΔΑ,ΗΓΟΥΜΕΝΙΤΣΑ,326,9
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2026-01-01 17:00:00+02:00,ΠΑΜΒΩΤΙΔΑ,ΚΗΠΟΙ,151,10
ΚΕΝΤΡΙΚΗ_ΟΔΟΣ_Ε65,2026-01-01 17:00:00+02:00,ΣΟΦΑΔΕΣ,ΛΑΜΙΑ,79,3
ΚΕΝΤΡΙΚΗ_ΟΔΟΣ_Ε65,2026-01-01 17:00:00+02:00,ΣΟΦΑΔΕΣ,ΤΡΙΚΑΛΑ,91,1
ΚΕΝΤΡΙΚΗ_ΟΔΟΣ_ΠΑΘΕ,2026-01-01 17:00:00+02:00,ΑΓΙΑ ΤΡΙΑΔΑ,ΑΘΗΝΑ,376,19
ΚΕΝΤΡΙΚΗ_ΟΔΟΣ_ΠΑΘΕ,2026-01-01 17:00:00+02:00,ΑΓΙΑ ΤΡΙΑΔΑ,ΛΑΜΙΑ,262,12
ΜΟΡΕΑΣ,2026-01-01 17:00:00+02:00,ΚΑΛΑΜΑΤΑ,ΑΘΗΝΑ,144,4
ΜΟΡΕΑΣ,2026-01-01 17:00:00+02:00,ΚΑΛΑΜΑΤΑ,ΚΑΛΑΜΑΤΑ,273,2
ΜΟΡΕΑΣ,2026-01-01 17:00:00+02:00,ΝΕΣΤΑΝΗ,ΑΘΗΝΑ,407,11
ΜΟΡΕΑΣ,2026-01-01 17:00:00+02:00,ΝΕΣΤΑΝΗ,ΚΑΛΑΜΑΤΑ,324,8
ΜΟΡΕΑΣ,2026-01-01 17:00:00+02:00,ΣΠΑΘΟΒΟΥΝΙ,ΑΘΗΝΑ,532,14
ΜΟΡΕΑΣ,2026-01-01 17:00:00+02:00,ΣΠΑΘΟΒΟΥΝΙ,ΚΑΛΑΜΑΤΑ,414,7
ΝΕΑ_ΟΔΟΣ_ΙΟΝΙΑ,2026-01-01 17:00:00+02:00,ΚΛΟΚΟΒΑ,ΑΝΤΙΡΡΙΟ,280,10
ΝΕΑ_ΟΔΟΣ_ΙΟΝΙΑ,2026-01-01 17:00:00+02:00,ΚΛΟΚΟΒΑ,ΙΩΑΝΝΙΝΑ,219,9
ΝΕΑ_ΟΔΟΣ_ΙΟΝΙΑ,2026-01-01 17:00:00+02:00,ΤΕΡΟΒΟ,ΑΝΤΙΡΡΙΟ,263,7
ΝΕΑ_ΟΔΟΣ_ΙΟΝΙΑ,2026-01-01 17:00:00+02:00,ΤΕΡΟΒΟ,ΙΩΑΝΝΙΝΑ,170,5
ΝΕΑ_ΟΔΟΣ_ΠΑΘΕ,2026-01-01 17:00:00+02:00,ΑΦΙΔΝΕΣ,ΑΘΗΝΑ,1552,17
ΝΕΑ_ΟΔΟΣ_ΠΑΘΕ,2026-01-01 17:00:00+02:00,ΑΦΙΔΝΕΣ,ΛΑΜΙΑ,813,13
ΝΕΑ_ΟΔΟΣ_ΠΑΘΕ,2026-01-01 17:00:00+02:00,ΘΗΒΑ,ΑΘΗΝΑ,563,16
ΝΕΑ_ΟΔΟΣ_ΠΑΘΕ,2026-01-01 17:00:00+02:00,ΘΗΒΑ,ΛΑΜΙΑ,300,7
ΟΛΥΜΠΙΑ_ΟΔΟΣ,2026-01-01 17:00:00+02:00,ΕΛΕΥΣΙΝΑ,ΑΘΗΝΑ,1555,21
ΟΛΥΜΠΙΑ_ΟΔΟΣ,2026-01-01 17:00:00+02:00,ΕΛΕΥΣΙΝΑ,ΠΑΤΡΑ,1059,16
ΟΛΥΜΠΙΑ_ΟΔΟΣ,2026-01-01 17:00:00+02:00,ΙΣΘΜΟΣ,ΑΘΗΝΑ,1396,31
ΟΛΥΜΠΙΑ_ΟΔΟΣ,2026-01-01 17:00:00+02:00,ΙΣΘΜΟΣ,ΠΑΤΡΑ,927,14
ΟΛΥΜΠΙΑ_ΟΔΟΣ,2026-01-01 17:00:00+02:00,ΡΙΟ,ΑΘΗΝΑ,432,13
ΟΛΥΜΠΙΑ_ΟΔΟΣ,2026-01-01 17:00:00+02:00,ΡΙΟ,ΠΑΤΡΑ,449,8
ΑΙΓΑΙΟΥ,2026-01-01 19:00:00+02:00,ΚΛΕΙΔΙ,ΘΕΣΣΑΛΟΝΙΚΗ,578,14
ΑΙΓΑΙΟΥ,2026-01-01 19:00:00+02:00,ΜΑΚΡΥΧΩΡΙ,ΑΘΗΝΑ,236,6
ΑΙΓΑΙΟΥ,2026-01-01 19:00:00+02:00,ΜΑΚΡΥΧΩΡΙ,ΘΕΣΣΑΛΟΝΙΚΗ,218,18
ΑΙΓΑΙΟΥ,2026-01-01 19:00:00+02:00,ΜΟΣΧΟΧΩΡΙ,ΑΘΗΝΑ,2,1
ΑΙΓΑΙΟΥ,2026-01-01 19:00:00+02:00,ΜΟΣΧΟΧΩΡΙ,ΘΕΣΣΑΛΟΝΙΚΗ,115,11
ΑΙΓΑΙΟΥ,2026-01-01 19:00:00+02:00,ΠΕΛΑΣΓΙΑ,ΑΘΗΝΑ,127,9
ΑΙΓΑΙΟΥ,2026-01-01 19:00:00+02:00,ΠΕΛΑΣΓΙΑ,ΘΕΣΣΑΛΟΝΙΚΗ,95,7
ΑΤΤΙΚΗ_ΟΔΟΣ,2026-01-01 19:00:00+02:00,ΚΑΤΕΧΑΚΗ,-,980,0
ΑΤΤΙΚΗ_ΟΔΟΣ,2026-01-01 19:00:00+02:00,ΚΟΡΩΠΙ,-,1777,13
ΑΤΤΙΚΗ_ΟΔΟΣ,2026-01-01 19:00:00+02:00,ΜΕΤΑΜΟΡΦΩΣΗ,ΑΕΡΟΔΡΟΜΙΟ,1611,6
ΑΤΤΙΚΗ_ΟΔΟΣ,2026-01-01 19:00:00+02:00,ΜΕΤΑΜΟΡΦΩΣΗ,ΕΛΕΥΣΙΝΑ,197,4
ΑΤΤΙΚΗ_ΟΔΟΣ,2026-01-01 19:00:00+02:00,ΡΟΥΠΑΚΙ,-,891,10
ΓΕΦΥΡΑ,2026-01-01 19:00:00+02:00,ΑΝΤΙΡΡΙΟ,ΡΙΟ,329,0
ΓΕΦΥΡΑ,2026-01-01 19:00:00+02:00,ΡΙΟ,ΑΝΤΙΡΡΙΟ,234,0
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2026-01-01 19:00:00+02:00,ΑΝΑΛΗΨΗ,ΗΓΟΥΜΕΝΙΤΣΑ,354,17
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2026-01-01 19:00:00+02:00,ΑΝΑΛΗΨΗ,ΚΗΠΟΙ,182,9
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2026-01-01 19:00:00+02:00,ΘΕΣΣΑΛΟΝΙΚΗ,ΗΓΟΥΜΕΝΙΤΣΑ,297,14
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2026-01-01 19:00:00+02:00,ΘΕΣΣΑΛΟΝΙΚΗ,ΚΗΠΟΙ,481,13
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2026-01-01 19:00:00+02:00,ΙΑΣΜΟΥ,ΗΓΟΥΜΕΝΙΤΣΑ,79,1
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2026-01-01 19:00:00+02:00,ΙΑΣΜΟΥ,ΚΗΠΟΙ,162,1
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2026-01-01 19:00:00+02:00,ΜΑΛΓΑΡΑ,ΗΓΟΥΜΕΝΙΤΣΑ,464,22
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2026-01-01 19:00:00+02:00,ΜΑΛΓΑΡΑ,ΚΗΠΟΙ,1107,21
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2026-01-01 19:00:00+02:00,ΠΑΜΒΩΤΙΔΑ,ΗΓΟΥΜΕΝΙΤΣΑ,224,21
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2026-01-01 19:00:00+02:00,ΠΑΜΒΩΤΙΔΑ,ΚΗΠΟΙ,86,14
ΚΕΝΤΡΙΚΗ_ΟΔΟΣ_Ε65,2026-01-01 19:00:00+02:00,ΣΟΦΑΔΕΣ,ΛΑΜΙΑ,62,13
ΚΕΝΤΡΙΚΗ_ΟΔΟΣ_Ε65,2026-01-01 19:00:00+02:00,ΣΟΦΑΔΕΣ,ΤΡΙΚΑΛΑ,53,4
ΚΕΝΤΡΙΚΗ_ΟΔΟΣ_ΠΑΘΕ,2026-01-01 19:00:00+02:00,ΑΓΙΑ ΤΡΙΑΔΑ,ΑΘΗΝΑ,270,19
ΚΕΝΤΡΙΚΗ_ΟΔΟΣ_ΠΑΘΕ,2026-01-01 19:00:00+02:00,ΑΓΙΑ ΤΡΙΑΔΑ,ΛΑΜΙΑ,173,16
ΜΟΡΕΑΣ,2026-01-01 19:00:00+02:00,ΚΑΛΑΜΑΤΑ,ΑΘΗΝΑ,88,3
ΜΟΡΕΑΣ,2026-01-01 19:00:00+02:00,ΚΑΛΑΜΑΤΑ,ΚΑΛΑΜΑΤΑ,223,2
ΜΟΡΕΑΣ,2026-01-01 19:00:00+02:00,ΝΕΣΤΑΝΗ,ΑΘΗΝΑ,341,10
ΜΟΡΕΑΣ,2026-01-01 19:00:00+02:00,ΝΕΣΤΑΝΗ,ΚΑΛΑΜΑΤΑ,251,4
ΜΟΡΕΑΣ,2026-01-01 19:00:00+02:00,ΣΠΑΘΟΒΟΥΝΙ,ΑΘΗΝΑ,508,25
ΜΟΡΕΑΣ,2026-01-01 19:00:00+02:00,ΣΠΑΘΟΒΟΥΝΙ,ΚΑΛΑΜΑΤΑ,358,12
ΝΕΑ_ΟΔΟΣ_ΙΟΝΙΑ,2026-01-01 19:00:00+02:00,ΚΛΟΚΟΒΑ,ΑΝΤΙΡΡΙΟ,231,6
ΝΕΑ_ΟΔΟΣ_ΙΟΝΙΑ,2026-01-01 19:00:00+02:00,ΚΛΟΚΟΒΑ,ΙΩΑΝΝΙΝΑ,163,5
ΝΕΑ_ΟΔΟΣ_ΙΟΝΙΑ,2026-01-01 19:00:00+02:00,ΤΕΡΟΒΟ,ΑΝΤΙΡΡΙΟ,213,16
ΝΕΑ_ΟΔΟΣ_ΙΟΝΙΑ,2026-01-01 19:00:00+02:00,ΤΕΡΟΒΟ,ΙΩΑΝΝΙΝΑ,152,6
ΝΕΑ_ΟΔΟΣ_ΠΑΘΕ,2026-01-01 19:00:00+02:00,ΑΦΙΔΝΕΣ,ΑΘΗΝΑ,1510,28
ΝΕΑ_ΟΔΟΣ_ΠΑΘΕ,2026-01-01 19:00:00+02:00,ΑΦΙΔΝΕΣ,ΛΑΜΙΑ,676,41
ΝΕΑ_ΟΔΟΣ_ΠΑΘΕ,2026-01-01 19:00:00+02:00,ΘΗΒΑ,ΑΘΗΝΑ,493,11
ΝΕΑ_ΟΔΟΣ_ΠΑΘΕ,2026-01-01 19:00:00+02:00,ΘΗΒΑ,ΛΑΜΙΑ,214,19
ΟΛΥΜΠΙΑ_ΟΔΟΣ,2026-01-01 19:00:00+02:00,ΕΛΕΥΣΙΝΑ,ΑΘΗΝΑ,1648,24
ΟΛΥΜΠΙΑ_ΟΔΟΣ,2026-01-01 19:00:00+02:00,ΕΛΕΥΣΙΝΑ,ΠΑΤΡΑ,892,31
ΟΛΥΜΠΙΑ_ΟΔΟΣ,2026-01-01 19:00:00+02:00,ΙΣΘΜΟΣ,ΑΘΗΝΑ,1322,20
ΟΛΥΜΠΙΑ_ΟΔΟΣ,2026-01-01 19:00:00+02:00,ΙΣΘΜΟΣ,ΠΑΤΡΑ,845,20
ΟΛΥΜΠΙΑ_ΟΔΟΣ,2026-01-01 19:00:00+02:00,ΡΙΟ,ΑΘΗΝΑ,336,42
ΟΛΥΜΠΙΑ_ΟΔΟΣ,2026-01-01 19:00:00+02:00,ΡΙΟ,ΠΑΤΡΑ,421,15
ΑΙΓΑΙΟΥ,2026-01-01 18:00:00+02:00,ΚΛΕΙΔΙ,ΑΘΗΝΑ,306,21
ΑΙΓΑΙΟΥ,2026-01-01 18:00:00+02:00,ΚΛΕΙΔΙ,ΘΕΣΣΑΛΟΝΙΚΗ,611,11
ΑΙΓΑΙΟΥ,2026-01-01 18:00:00+02:00,ΜΑΚΡΥΧΩΡΙ,ΑΘΗΝΑ,265,11
ΑΙΓΑΙΟΥ,2026-01-01 18:00:00+02:00,ΜΑΚΡΥΧΩΡΙ,ΘΕΣΣΑΛΟΝΙΚΗ,310,13
ΑΙΓΑΙΟΥ,2026-01-01 18:00:00+02:00,ΜΟΣΧΟΧΩΡΙ,ΑΘΗΝΑ,8,2
ΑΙΓΑΙΟΥ,2026-01-01 18:00:00+02:00,ΜΟΣΧΟΧΩΡΙ,ΘΕΣΣΑΛΟΝΙΚΗ,159,11
ΑΙΓΑΙΟΥ,2026-01-01 18:00:00+02:00,ΠΕΛΑΣΓΙΑ,ΑΘΗΝΑ,154,14
ΑΙΓΑΙΟΥ,2026-01-01 18:00:00+02:00,ΠΕΛΑΣΓΙΑ,ΘΕΣΣΑΛΟΝΙΚΗ,107,17
ΑΤΤΙΚΗ_ΟΔΟΣ,2026-01-01 18:00:00+02:00,ΚΑΤΕΧΑΚΗ,-,1152,2
ΑΤΤΙΚΗ_ΟΔΟΣ,2026-01-01 18:00:00+02:00,ΚΟΡΩΠΙ,-,1935,13
ΑΤΤΙΚΗ_ΟΔΟΣ,2026-01-01 18:00:00+02:00,ΜΕΤΑΜΟΡΦΩΣΗ,ΑΕΡΟΔΡΟΜΙΟ,1829,9
ΑΤΤΙΚΗ_ΟΔΟΣ,2026-01-01 18:00:00+02:00,ΜΕΤΑΜΟΡΦΩΣΗ,ΕΛΕΥΣΙΝΑ,231,8
ΑΤΤΙΚΗ_ΟΔΟΣ,2026-01-01 18:00:00+02:00,ΡΟΥΠΑΚΙ,-,967,11
ΓΕΦΥΡΑ,2026-01-01 18:00:00+02:00,ΑΝΤΙΡΡΙΟ,ΡΙΟ,416,0
ΓΕΦΥΡΑ,2026-01-01 18:00:00+02:00,ΡΙΟ,ΑΝΤΙΡΡΙΟ,301,0
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2026-01-01 18:00:00+02:00,ΑΝΑΛΗΨΗ,ΗΓΟΥΜΕΝΙΤΣΑ,355,6
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2026-01-01 18:00:00+02:00,ΑΝΑΛΗΨΗ,ΚΗΠΟΙ,214,4
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2026-01-01 18:00:00+02:00,ΘΕΣΣΑΛΟΝΙΚΗ,ΗΓΟΥΜΕΝΙΤΣΑ,400,12
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2026-01-01 18:00:00+02:00,ΘΕΣΣΑΛΟΝΙΚΗ,ΚΗΠΟΙ,550,8
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2026-01-01 18:00:00+02:00,ΙΑΣΜΟΥ,ΗΓΟΥΜΕΝΙΤΣΑ,111,3
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2026-01-01 18:00:00+02:00,ΙΑΣΜΟΥ,ΚΗΠΟΙ,209,6
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2026-01-01 18:00:00+02:00,ΜΑΛΓΑΡΑ,ΗΓΟΥΜΕΝΙΤΣΑ,571,25
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2026-01-01 18:00:00+02:00,ΜΑΛΓΑΡΑ,ΚΗΠΟΙ,1227,16
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2026-01-01 18:00:00+02:00,ΠΑΜΒΩΤΙΔΑ,ΗΓΟΥΜΕΝΙΤΣΑ,297,16
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2026-01-01 18:00:00+02:00,ΠΑΜΒΩΤΙΔΑ,ΚΗΠΟΙ,104,7
ΚΕΝΤΡΙΚΗ_ΟΔΟΣ_Ε65,2026-01-01 18:00:00+02:00,ΣΟΦΑΔΕΣ,ΛΑΜΙΑ,55,7
ΚΕΝΤΡΙΚΗ_ΟΔΟΣ_Ε65,2026-01-01 18:00:00+02:00,ΣΟΦΑΔΕΣ,ΤΡΙΚΑΛΑ,58,2
ΚΕΝΤΡΙΚΗ_ΟΔΟΣ_ΠΑΘΕ,2026-01-01 18:00:00+02:00,ΑΓΙΑ ΤΡΙΑΔΑ,ΑΘΗΝΑ,345,16
ΚΕΝΤΡΙΚΗ_ΟΔΟΣ_ΠΑΘΕ,2026-01-01 18:00:00+02:00,ΑΓΙΑ ΤΡΙΑΔΑ,ΛΑΜΙΑ,236,8
ΜΟΡΕΑΣ,2026-01-01 18:00:00+02:00,ΚΑΛΑΜΑΤΑ,ΑΘΗΝΑ,138,1
ΜΟΡΕΑΣ,2026-01-01 18:00:00+02:00,ΚΑΛΑΜΑΤΑ,ΚΑΛΑΜΑΤΑ,273,5
ΜΟΡΕΑΣ,2026-01-01 18:00:00+02:00,ΝΕΣΤΑΝΗ,ΑΘΗΝΑ,405,6
ΜΟΡΕΑΣ,2026-01-01 18:00:00+02:00,ΝΕΣΤΑΝΗ,ΚΑΛΑΜΑΤΑ,275,5
ΜΟΡΕΑΣ,2026-01-01 18:00:00+02:00,ΣΠΑΘΟΒΟΥΝΙ,ΑΘΗΝΑ,568,14
ΜΟΡΕΑΣ,2026-01-01 18:00:00+02:00,ΣΠΑΘΟΒΟΥΝΙ,ΚΑΛΑΜΑΤΑ,353,12
ΝΕΑ_ΟΔΟΣ_ΙΟΝΙΑ,2026-01-01 18:00:00+02:00,ΚΛΟΚΟΒΑ,ΑΝΤΙΡΡΙΟ,259,13
ΝΕΑ_ΟΔΟΣ_ΙΟΝΙΑ,2026-01-01 18:00:00+02:00,ΚΛΟΚΟΒΑ,ΙΩΑΝΝΙΝΑ,202,14
ΝΕΑ_ΟΔΟΣ_ΙΟΝΙΑ,2026-01-01 18:00:00+02:00,ΤΕΡΟΒΟ,ΑΝΤΙΡΡΙΟ,257,6
ΝΕΑ_ΟΔΟΣ_ΙΟΝΙΑ,2026-01-01 18:00:00+02:00,ΤΕΡΟΒΟ,ΙΩΑΝΝΙΝΑ,167,1
ΝΕΑ_ΟΔΟΣ_ΠΑΘΕ,2026-01-01 18:00:00+02:00,ΑΦΙΔΝΕΣ,ΑΘΗΝΑ,1650,23
ΝΕΑ_ΟΔΟΣ_ΠΑΘΕ,2026-01-01 18:00:00+02:00,ΑΦΙΔΝΕΣ,ΛΑΜΙΑ,816,29
ΝΕΑ_ΟΔΟΣ_ΠΑΘΕ,2026-01-01 18:00:00+02:00,ΘΗΒΑ,ΑΘΗΝΑ,562,22
ΝΕΑ_ΟΔΟΣ_ΠΑΘΕ,2026-01-01 18:00:00+02:00,ΘΗΒΑ,ΛΑΜΙΑ,224,11
ΟΛΥΜΠΙΑ_ΟΔΟΣ,2026-01-01 18:00:00+02:00,ΕΛΕΥΣΙΝΑ,ΑΘΗΝΑ,1699,23
ΟΛΥΜΠΙΑ_ΟΔΟΣ,2026-01-01 18:00:00+02:00,ΕΛΕΥΣΙΝΑ,ΠΑΤΡΑ,1075,20
ΟΛΥΜΠΙΑ_ΟΔΟΣ,2026-01-01 18:00:00+02:00,ΙΣΘΜΟΣ,ΑΘΗΝΑ,1475,22
ΟΛΥΜΠΙΑ_ΟΔΟΣ,2026-01-01 18:00:00+02:00,ΙΣΘΜΟΣ,ΠΑΤΡΑ,896,18
ΟΛΥΜΠΙΑ_ΟΔΟΣ,2026-01-01 18:00:00+02:00,ΡΙΟ,ΑΘΗΝΑ,414,30
ΟΛΥΜΠΙΑ_ΟΔΟΣ,2026-01-01 18:00:00+02:00,ΡΙΟ,ΠΑΤΡΑ,497,9
ΑΙΓΑΙΟΥ,2026-01-01 17:00:00+02:00,ΚΛΕΙΔΙ,ΑΘΗΝΑ,379,17
ΑΙΓΑΙΟΥ,2026-01-01 17:00:00+02:00,ΚΛΕΙΔΙ,ΘΕΣΣΑΛΟΝΙΚΗ,626,17
ΑΙΓΑΙΟΥ,2026-01-01 17:00:00+02:00,ΜΑΚΡΥΧΩΡΙ,ΑΘΗΝΑ,264,15
ΑΙΓΑΙΟΥ,2026-01-01 17:00:00+02:00,ΜΑΚΡΥΧΩΡΙ,ΘΕΣΣΑΛΟΝΙΚΗ,322,10
ΑΙΓΑΙΟΥ,2026-01-01 17:00:00+02:00,ΜΟΣΧΟΧΩΡΙ,ΑΘΗΝΑ,0,1
ΑΙΓΑΙΟΥ,2026-01-01 17:00:00+02:00,ΜΟΣΧΟΧΩΡΙ,ΘΕΣΣΑΛΟΝΙΚΗ,169,10
ΑΙΓΑΙΟΥ,2026-01-01 17:00:00+02:00,ΠΕΛΑΣΓΙΑ,ΑΘΗΝΑ,191,11
ΑΙΓΑΙΟΥ,2026-01-01 17:00:00+02:00,ΠΕΛΑΣΓΙΑ,ΘΕΣΣΑΛΟΝΙΚΗ,152,8
ΑΤΤΙΚΗ_ΟΔΟΣ,2026-01-01 17:00:00+02:00,ΚΑΤΕΧΑΚΗ,-,1130,1
ΑΤΤΙΚΗ_ΟΔΟΣ,2026-01-01 17:00:00+02:00,ΚΟΡΩΠΙ,-,1713,8
ΑΤΤΙΚΗ_ΟΔΟΣ,2026-01-01 17:00:00+02:00,ΜΕΤΑΜΟΡΦΩΣΗ,ΑΕΡΟΔΡΟΜΙΟ,1608,5
ΑΤΤΙΚΗ_ΟΔΟΣ,2026-01-01 17:00:00+02:00,ΜΕΤΑΜΟΡΦΩΣΗ,ΕΛΕΥΣΙΝΑ,196,2
ΑΤΤΙΚΗ_ΟΔΟΣ,2026-01-01 17:00:00+02:00,ΡΟΥΠΑΚΙ,-,857,6
ΓΕΦΥΡΑ,2026-01-01 17:00:00+02:00,ΑΝΤΙΡΡΙΟ,ΡΙΟ,426,0
ΓΕΦΥΡΑ,2026-01-01 17:00:00+02:00,ΡΙΟ,ΑΝΤΙΡΡΙΟ,315,0
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2026-01-01 17:00:00+02:00,ΑΝΑΛΗΨΗ,ΗΓΟΥΜΕΝΙΤΣΑ,344,8
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2026-01-01 17:00:00+02:00,ΑΝΑΛΗΨΗ,ΚΗΠΟΙ,271,10
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2026-01-01 17:00:00+02:00,ΘΕΣΣΑΛΟΝΙΚΗ,ΗΓΟΥΜΕΝΙΤΣΑ,361,19
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2026-01-01 17:00:00+02:00,ΘΕΣΣΑΛΟΝΙΚΗ,ΚΗΠΟΙ,517,9
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2026-01-01 17:00:00+02:00,ΙΑΣΜΟΥ,ΗΓΟΥΜΕΝΙΤΣΑ,125,3
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2026-01-01 17:00:00+02:00,ΙΑΣΜΟΥ,ΚΗΠΟΙ,159,2
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2026-01-01 17:00:00+02:00,ΜΑΛΓΑΡΑ,ΗΓΟΥΜΕΝΙΤΣΑ,639,21
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2026-01-01 17:00:00+02:00,ΜΑΛΓΑΡΑ,ΚΗΠΟΙ,1115,22
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2026-01-01 17:00:00+02:00,ΠΑΜΒΩΤΙΔΑ,ΗΓΟΥΜΕΝΙΤΣΑ,326,9
ΕΓΝΑΤΙΑ_ΟΔΟΣ,2026-01-01 17:00:00+02:00,ΠΑΜΒΩΤΙΔΑ,ΚΗΠΟΙ,151,10
ΚΕΝΤΡΙΚΗ_ΟΔΟΣ_Ε65,2026-01-01 17:00:00+02:00,ΣΟΦΑΔΕΣ,ΛΑΜΙΑ,79,3
ΚΕΝΤΡΙΚΗ_ΟΔΟΣ_Ε65,2026-01-01 17:00:00+02:00,ΣΟΦΑΔΕΣ,ΤΡΙΚΑΛΑ,91,1
ΚΕΝΤΡΙΚΗ_ΟΔΟΣ_ΠΑΘΕ,2026-01-01 17:00:00+02:00,ΑΓΙΑ ΤΡΙΑΔΑ,ΑΘΗΝΑ,376,19
ΚΕΝΤΡΙΚΗ_ΟΔΟΣ_ΠΑΘΕ,2026-01-01 17:00:00+02:00,ΑΓΙΑ ΤΡΙΑΔΑ,ΛΑΜΙΑ,262,12
ΜΟΡΕΑΣ,2026-01-01 17:00:00+02:00,ΚΑΛΑΜΑΤΑ,ΑΘΗΝΑ,144,4
ΜΟΡΕΑΣ,2026-01-01 17:00:00+02:00,ΚΑΛΑΜΑΤΑ,ΚΑΛΑΜΑΤΑ,273,2
ΜΟΡΕΑΣ,2026-01-01 17:00:00+02:00,ΝΕΣΤΑΝΗ,ΑΘΗΝΑ,407,11
ΜΟΡΕΑΣ,2026-01-01 17:00:00+02:00,ΝΕΣΤΑΝΗ,ΚΑΛΑΜΑΤΑ,324,8
